id;type;geometry_name;geometry_type;geometry_coordinates;Longitude;Latitude;Satélite;País;Estado;Município;Datetime;Risco de Fogo;Precipitação;Dias sem Chuva;Data;Hora
focos_ams_24h.50234a10-bbe9-37eb-815b-15a02d04704f;Feature;geom;Point;[-63.7902, 9.8686];-63,7902;9,8686;GOES-16;Venezuela;Monagas;Cedeño;2023-03-30 08:54:09-03:00;;;;30/03/2023;08:54:09
focos_ams_24h.8a5758fe-4379-3d05-a474-b9aacdc0b61c;Feature;geom;Point;[-44.180622, -8.026493];-44,180622;-8,026493;NOAA-19D;Brasil;PIAUÍ;SEBASTIÃO LEAL;2023-03-30 08:06:54-03:00;;;;30/03/2023;08:06:54
focos_ams_24h.43928ccd-c7ed-39e2-9780-26e79e4011c8;Feature;geom;Point;[-44.178268, -8.016772];-44,178268;-8,016772;NOAA-19D;Brasil;PIAUÍ;SEBASTIÃO LEAL;2023-03-30 08:06:54-03:00;;;;30/03/2023;08:06:54
focos_ams_24h.cbf7f728-ab25-34cb-9407-0740e8bc574a;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 07:35:17-03:00;;;;30/03/2023;07:35:17
focos_ams_24h.01f59559-edaf-37eb-b9ff-b642283625ff;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 07:35:17-03:00;;;;30/03/2023;07:35:17
focos_ams_24h.77cc4d89-bfa2-3cd9-aaa0-82c7d4bcb6c4;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 07:25:17-03:00;;;;30/03/2023;07:25:17
focos_ams_24h.e31a3547-f7bc-30c8-9e62-5432a0965444;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 07:25:17-03:00;;;;30/03/2023;07:25:17
focos_ams_24h.a35747ad-22b7-3ec3-ac62-a365a24624e0;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 07:25:17-03:00;;;;30/03/2023;07:25:17
focos_ams_24h.bc84a088-9f94-32f9-8774-3751306387cd;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 07:15:18-03:00;;;;30/03/2023;07:15:18
focos_ams_24h.a491443a-a6d5-3283-a231-bef9fcdeb6cc;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 07:15:18-03:00;;;;30/03/2023;07:15:18
focos_ams_24h.9d9de74a-1fd9-355b-bcd1-a19b4e806db8;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 07:05:17-03:00;;;;30/03/2023;07:05:17
focos_ams_24h.35f797dc-4d59-3265-8569-38e6197c1145;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 07:05:17-03:00;;;;30/03/2023;07:05:17
focos_ams_24h.8a0ec85c-7b86-330d-bdc4-ee1f5e4b450d;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 07:05:17-03:00;;;;30/03/2023;07:05:17
focos_ams_24h.d0c3dd57-27b3-3aa3-8732-d4e347b91528;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 06:55:17-03:00;;;;30/03/2023;06:55:17
focos_ams_24h.6a77fb25-fa75-3a2a-b7bf-a1092c442c7b;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:55:17-03:00;;;;30/03/2023;06:55:17
focos_ams_24h.ffa1f354-4ddc-3069-b898-4360cf0f22ff;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 06:45:17-03:00;;;;30/03/2023;06:45:17
focos_ams_24h.c878dd3d-a082-3bc3-a6d6-42fee58ff36a;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:45:17-03:00;;;;30/03/2023;06:45:17
focos_ams_24h.d570d8aa-c516-3e0e-bcd1-f56bf7c9314f;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:35:17-03:00;;;;30/03/2023;06:35:17
focos_ams_24h.2fbf9bb3-fd0b-316a-8cba-e96d74764c75;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 06:35:17-03:00;;;;30/03/2023;06:35:17
focos_ams_24h.6a1e1b2b-e2a4-396f-b3aa-a512c3d49fa6;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 06:25:17-03:00;;;;30/03/2023;06:25:17
focos_ams_24h.a4df39a9-3299-3867-9d1e-9e32ae70a315;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:25:17-03:00;;;;30/03/2023;06:25:17
focos_ams_24h.517264f2-0910-3a0a-a0e4-4086e555d230;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:24:34-03:00;;;;30/03/2023;06:24:34
focos_ams_24h.0ed578a7-9351-38cf-939e-6f383258ed36;Feature;geom;Point;[-68.3601, 5.484];-68,3601;5,484;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:24:34-03:00;;;;30/03/2023;06:24:34
focos_ams_24h.72610a82-697a-3b6f-a26f-eb5bbb092cd3;Feature;geom;Point;[-69.1086, 8.0322];-69,1086;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 06:24:19-03:00;;;;30/03/2023;06:24:19
focos_ams_24h.38034dba-fbbb-368c-9564-d5b276f4c3ae;Feature;geom;Point;[-69.0903, 8.0322];-69,0903;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 06:24:19-03:00;;;;30/03/2023;06:24:19
focos_ams_24h.7a79e4ba-658b-3b66-b965-7820077a5d58;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 06:15:17-03:00;;;;30/03/2023;06:15:17
focos_ams_24h.867b73a9-1781-3235-8f2a-347067183293;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:15:17-03:00;;;;30/03/2023;06:15:17
focos_ams_24h.0002d73d-9bdf-361c-840a-ed4c54a8e58b;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:15:17-03:00;;;;30/03/2023;06:15:17
focos_ams_24h.97c3ea1b-27d6-3633-9912-00a31a7841a0;Feature;geom;Point;[-68.3601, 5.484];-68,3601;5,484;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:14:34-03:00;;;;30/03/2023;06:14:34
focos_ams_24h.b51b95b1-378f-3c76-8bbd-cfa14f7dcad9;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:14:34-03:00;;;;30/03/2023;06:14:34
focos_ams_24h.e468cfb1-b590-3000-9710-0cb85c8f43d8;Feature;geom;Point;[-68.3972, 5.4473];-68,3972;5,4473;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:14:34-03:00;;;;30/03/2023;06:14:34
focos_ams_24h.6065cc5c-1cfc-337d-a7ab-d86b5000cf7c;Feature;geom;Point;[-68.3789, 5.4474];-68,3789;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:14:34-03:00;;;;30/03/2023;06:14:34
focos_ams_24h.f053c124-737b-3c40-a704-77c39ded85cc;Feature;geom;Point;[-68.3606, 5.4474];-68,3606;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:14:34-03:00;;;;30/03/2023;06:14:34
focos_ams_24h.11530165-1e59-37be-af3d-6358940827cc;Feature;geom;Point;[-68.3787, 5.4656];-68,3787;5,4656;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:14:34-03:00;;;;30/03/2023;06:14:34
focos_ams_24h.dda3ec4c-08dc-3ccc-99d7-f3810b440ff0;Feature;geom;Point;[-69.0906, 8.0138];-69,0906;8,0138;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 06:14:19-03:00;;;;30/03/2023;06:14:19
focos_ams_24h.b847be8b-f61a-3569-b079-8e9de2cb82f9;Feature;geom;Point;[-69.0903, 8.0322];-69,0903;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 06:14:19-03:00;;;;30/03/2023;06:14:19
focos_ams_24h.1cfc7868-a766-399a-9ae1-522930995ed6;Feature;geom;Point;[-69.1086, 8.0322];-69,1086;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 06:14:19-03:00;;;;30/03/2023;06:14:19
focos_ams_24h.d143e39e-ea69-34a1-9182-53193a740f71;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:05:17-03:00;;;;30/03/2023;06:05:17
focos_ams_24h.53aa1dd2-6521-32ba-9850-8939b6eb9aa5;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 06:05:17-03:00;;;;30/03/2023;06:05:17
focos_ams_24h.7c27a411-459f-3e1f-9bea-3fe5b19c296c;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 06:05:17-03:00;;;;30/03/2023;06:05:17
focos_ams_24h.24973412-9da1-3c4e-a662-463389625639;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:04:34-03:00;;;;30/03/2023;06:04:34
focos_ams_24h.9b4a5136-bb8c-3f44-8036-28970003b366;Feature;geom;Point;[-68.3421, 5.4657];-68,3421;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 06:04:34-03:00;;;;30/03/2023;06:04:34
focos_ams_24h.5e56ad1c-a61c-3128-85ac-be2f7753c76a;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:55:17-03:00;;;;30/03/2023;05:55:17
focos_ams_24h.22ea5c7b-4e2d-3c6f-838e-8178bf5dff73;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 05:55:17-03:00;;;;30/03/2023;05:55:17
focos_ams_24h.86d27893-d8f9-34e7-a8ff-dc1cef1afee2;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:55:17-03:00;;;;30/03/2023;05:55:17
focos_ams_24h.63bf14f0-eb03-3ac2-ab58-4ab484df8b06;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:54:34-03:00;;;;30/03/2023;05:54:34
focos_ams_24h.a4573b6f-67d5-3eab-bc95-9f225987a11b;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:45:17-03:00;;;;30/03/2023;05:45:17
focos_ams_24h.e7eb94c4-5d36-30aa-a1dd-3b97dc50ab00;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 05:45:17-03:00;;;;30/03/2023;05:45:17
focos_ams_24h.32a1d5f0-fc67-3098-9bf3-79586629ac18;Feature;geom;Point;[-71.229, 4.3671];-71,229;4,3671;GOES-16;Colombia;Meta;Puerto Gaitán;2023-03-30 05:44:40-03:00;;;;30/03/2023;05:44:40
focos_ams_24h.e97440a8-d27f-33a8-a0b5-9b848fda20fd;Feature;geom;Point;[-71.2472, 4.3671];-71,2472;4,3671;GOES-16;Colombia;Meta;Puerto Gaitán;2023-03-30 05:44:40-03:00;;;;30/03/2023;05:44:40
focos_ams_24h.a9331015-fd8c-317f-b9e4-0bebfabca420;Feature;geom;Point;[-71.2289, 4.3853];-71,2289;4,3853;GOES-16;Colombia;Meta;Puerto Gaitán;2023-03-30 05:44:40-03:00;;;;30/03/2023;05:44:40
focos_ams_24h.3ad4e854-e5aa-34cc-a2fa-5aa039ca0ce8;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:44:34-03:00;;;;30/03/2023;05:44:34
focos_ams_24h.bbe0c4ff-bd93-3d02-8839-50f8c4eb7fa7;Feature;geom;Point;[-68.2508, 5.4476];-68,2508;5,4476;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:44:34-03:00;;;;30/03/2023;05:44:34
focos_ams_24h.09b4d35e-4ca9-3b47-a7d0-cc7523b736a5;Feature;geom;Point;[-68.2691, 5.4476];-68,2691;5,4476;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:44:34-03:00;;;;30/03/2023;05:44:34
focos_ams_24h.a209613b-bee1-3d89-9c7f-ca3aeed0f8ba;Feature;geom;Point;[-69.4448, 7.6816];-69,4448;7,6816;GOES-16;Venezuela;Apure;Muñoz;2023-03-30 05:44:21-03:00;;;;30/03/2023;05:44:21
focos_ams_24h.1ff2365b-16b2-3d14-a9e0-cb51ae2c216b;Feature;geom;Point;[-57.8786, -26.3278];-57,8786;-26,3278;GOES-16;Paraguay;Ñeembucú;Villa Franca;2023-03-30 05:37:30-03:00;;;;30/03/2023;05:37:30
focos_ams_24h.1b544c48-1001-3a54-aa21-d04db37b52a8;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:35:17-03:00;;;;30/03/2023;05:35:17
focos_ams_24h.a1ed6c7d-40e3-34c9-8bea-8ced26b5344c;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 05:35:17-03:00;;;;30/03/2023;05:35:17
focos_ams_24h.df9b589c-65ee-3085-967d-8dac76cdeb99;Feature;geom;Point;[-71.229, 4.3671];-71,229;4,3671;GOES-16;Colombia;Meta;Puerto Gaitán;2023-03-30 05:34:40-03:00;;;;30/03/2023;05:34:40
focos_ams_24h.b8be685c-2ae5-352e-bc76-867b5dedeb87;Feature;geom;Point;[-68.3606, 5.4474];-68,3606;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:34:34-03:00;;;;30/03/2023;05:34:34
focos_ams_24h.2ae00ffe-c2d7-3327-92f5-481612761b0d;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:34:34-03:00;;;;30/03/2023;05:34:34
focos_ams_24h.51d491cf-3a45-378f-a7c2-f178b05779c1;Feature;geom;Point;[-63.5544, 9.6282];-63,5544;9,6282;GOES-16;Venezuela;Monagas;Santa Barbara;2023-03-30 05:34:10-03:00;;;;30/03/2023;05:34:10
focos_ams_24h.0443c9dd-29cf-33d5-8883-82a11b1d5ec4;Feature;geom;Point;[-63.5733, 9.6281];-63,5733;9,6281;GOES-16;Venezuela;Monagas;Santa Barbara;2023-03-30 05:34:10-03:00;;;;30/03/2023;05:34:10
focos_ams_24h.93757134-2f8c-311c-99d8-0398ccf55a58;Feature;geom;Point;[-57.8786, -26.3278];-57,8786;-26,3278;GOES-16;Paraguay;Ñeembucú;Villa Franca;2023-03-30 05:27:30-03:00;;;;30/03/2023;05:27:30
focos_ams_24h.854df057-906d-3f1d-ade9-c4d4beddb025;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:25:17-03:00;;;;30/03/2023;05:25:17
focos_ams_24h.ec82efcb-ed2d-31aa-b493-36c54f7276a4;Feature;geom;Point;[-68.2691, 5.4476];-68,2691;5,4476;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:24:34-03:00;;;;30/03/2023;05:24:34
focos_ams_24h.fa2616cf-7662-31a8-b5ab-55afa3f77098;Feature;geom;Point;[-68.3787, 5.4656];-68,3787;5,4656;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:24:34-03:00;;;;30/03/2023;05:24:34
focos_ams_24h.d0de8595-6bfb-3569-9bf3-2653fea62bf2;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:24:34-03:00;;;;30/03/2023;05:24:34
focos_ams_24h.aea43311-1ea9-30d0-ba6e-b75f53f0af67;Feature;geom;Point;[-68.324, 5.4475];-68,324;5,4475;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:24:34-03:00;;;;30/03/2023;05:24:34
focos_ams_24h.9f2228b6-6982-3292-ae66-b2afc5c8cce3;Feature;geom;Point;[-68.2689, 5.4659];-68,2689;5,4659;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:24:34-03:00;;;;30/03/2023;05:24:34
focos_ams_24h.f1506b6f-7b84-3c92-b635-9db1f20c83c9;Feature;geom;Point;[-68.3606, 5.4474];-68,3606;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:24:34-03:00;;;;30/03/2023;05:24:34
focos_ams_24h.0b39d469-f0bd-30c9-8473-8d5ce8ab1301;Feature;geom;Point;[-57.8786, -26.3278];-57,8786;-26,3278;GOES-16;Paraguay;Ñeembucú;Villa Franca;2023-03-30 05:17:30-03:00;;;;30/03/2023;05:17:30
focos_ams_24h.389c7770-3887-3615-bfa6-8b2ba04f37bf;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:14:34-03:00;;;;30/03/2023;05:14:34
focos_ams_24h.61bdea5c-4278-3835-b206-c7755018df2f;Feature;geom;Point;[-68.324, 5.4475];-68,324;5,4475;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:14:34-03:00;;;;30/03/2023;05:14:34
focos_ams_24h.b3482e22-070c-31d8-93a2-d32300c884c4;Feature;geom;Point;[-68.3606, 5.4474];-68,3606;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:14:34-03:00;;;;30/03/2023;05:14:34
focos_ams_24h.194afae2-86c3-3bf3-a28f-1ebbf5df8b92;Feature;geom;Point;[-69.0903, 8.0322];-69,0903;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 05:14:19-03:00;;;;30/03/2023;05:14:19
focos_ams_24h.0b22748f-4b5d-3c68-917b-900b64e43bc4;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:05:17-03:00;;;;30/03/2023;05:05:17
focos_ams_24h.d242068d-3f97-3f3c-bc27-0815d23df30c;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 05:05:17-03:00;;;;30/03/2023;05:05:17
focos_ams_24h.f6e29ec6-0a65-3901-98e5-a58673344f32;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 05:05:17-03:00;;;;30/03/2023;05:05:17
focos_ams_24h.2f3033cc-6764-31cb-b789-9ee2806a97e0;Feature;geom;Point;[-71.229, 4.3671];-71,229;4,3671;GOES-16;Colombia;Meta;Puerto Gaitán;2023-03-30 05:04:40-03:00;;;;30/03/2023;05:04:40
focos_ams_24h.364903b7-99c5-3845-9901-cc5da2a645dc;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:04:34-03:00;;;;30/03/2023;05:04:34
focos_ams_24h.ab573bdd-7d22-3f93-81fb-f44043103001;Feature;geom;Point;[-68.3787, 5.4656];-68,3787;5,4656;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:04:34-03:00;;;;30/03/2023;05:04:34
focos_ams_24h.5c58947c-4905-3f1e-8c40-57ee8e63e72b;Feature;geom;Point;[-68.3421, 5.4657];-68,3421;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:04:34-03:00;;;;30/03/2023;05:04:34
focos_ams_24h.777e5b09-a7f6-3879-a889-0d896cc43557;Feature;geom;Point;[-68.3238, 5.4657];-68,3238;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:04:34-03:00;;;;30/03/2023;05:04:34
focos_ams_24h.2a77d835-beb5-3fb8-a140-0c5b52162159;Feature;geom;Point;[-68.3606, 5.4474];-68,3606;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 05:04:34-03:00;;;;30/03/2023;05:04:34
focos_ams_24h.b82ce940-677f-31e1-af39-2b6ad5419c06;Feature;geom;Point;[-69.0906, 8.0138];-69,0906;8,0138;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 05:04:19-03:00;;;;30/03/2023;05:04:19
focos_ams_24h.851275bc-cf8a-3e57-8f46-2e1d7c270b49;Feature;geom;Point;[-69.0903, 8.0322];-69,0903;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 05:04:19-03:00;;;;30/03/2023;05:04:19
focos_ams_24h.5df216bc-9c44-3c18-9c1c-b823bcc9316f;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 04:55:17-03:00;;;;30/03/2023;04:55:17
focos_ams_24h.44617084-c96b-3c80-8efa-fffd4c3db41a;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 04:55:17-03:00;;;;30/03/2023;04:55:17
focos_ams_24h.fa2e2337-3b23-38ba-8972-2560f7f0fa0d;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 04:55:17-03:00;;;;30/03/2023;04:55:17
focos_ams_24h.8ed75df2-d264-3431-921c-bcda4e6ede31;Feature;geom;Point;[-68.3789, 5.4474];-68,3789;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.454f4396-3bc5-32d5-8554-9bbdcf50c697;Feature;geom;Point;[-68.324, 5.4475];-68,324;5,4475;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.4e4a6427-7dc8-3ecd-8e48-6b208b13eed3;Feature;geom;Point;[-68.3423, 5.4474];-68,3423;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.e06ccd29-88c1-3e12-b400-413afdaaa15e;Feature;geom;Point;[-68.3606, 5.4474];-68,3606;5,4474;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.e3837b89-c290-310e-81bc-1799f98c28e8;Feature;geom;Point;[-68.3238, 5.4657];-68,3238;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.1cd0e999-edd4-3b73-9394-fc6b38ede30e;Feature;geom;Point;[-68.3421, 5.4657];-68,3421;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.1b3576e0-b9d5-3ac9-b13c-34f62e3b29dd;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.c59cd05e-0104-37e7-919f-29d4a9904d8e;Feature;geom;Point;[-68.3787, 5.4656];-68,3787;5,4656;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:34-03:00;;;;30/03/2023;04:54:34
focos_ams_24h.99cb2841-f871-3302-9fac-13177d9eddd1;Feature;geom;Point;[-68.4484, 5.7214];-68,4484;5,7214;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:32-03:00;;;;30/03/2023;04:54:32
focos_ams_24h.3483e76b-a5a5-3423-bfb3-3e213a0e86cc;Feature;geom;Point;[-68.4481, 5.7397];-68,4481;5,7397;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:54:32-03:00;;;;30/03/2023;04:54:32
focos_ams_24h.588722fa-5101-3907-be28-5655e9700d83;Feature;geom;Point;[-69.0903, 8.0322];-69,0903;8,0322;GOES-16;Venezuela;Barinas;Sosa;2023-03-30 04:54:19-03:00;;;;30/03/2023;04:54:19
focos_ams_24h.15fd53ee-c1a0-3416-9960-d07ce4bd23c1;Feature;geom;Point;[-78.345, -2.0221];-78,345;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 04:45:17-03:00;;;;30/03/2023;04:45:17
focos_ams_24h.c79b7498-7036-37b0-933a-44d55ebde48f;Feature;geom;Point;[-78.3269, -2.0221];-78,3269;-2,0221;GOES-16;Ecuador;Morona Santiago;Morona;2023-03-30 04:45:17-03:00;;;;30/03/2023;04:45:17
focos_ams_24h.2a831740-cc55-313f-81d8-26c3e11a798e;Feature;geom;Point;[-78.3269, -2.0039];-78,3269;-2,0039;GOES-16;Ecuador;Morona Santiago;Huamboya;2023-03-30 04:45:17-03:00;;;;30/03/2023;04:45:17
focos_ams_24h.5c72276e-e6ba-3deb-99bf-ce3697a31c26;Feature;geom;Point;[-68.324, 5.4475];-68,324;5,4475;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:44:34-03:00;;;;30/03/2023;04:44:34
focos_ams_24h.8a13a1b7-6f1a-3991-88fa-76c853560963;Feature;geom;Point;[-68.3787, 5.4656];-68,3787;5,4656;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:44:34-03:00;;;;30/03/2023;04:44:34
focos_ams_24h.ce203e4e-336a-3b54-bb9a-5176a4984001;Feature;geom;Point;[-68.3604, 5.4657];-68,3604;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:44:34-03:00;;;;30/03/2023;04:44:34
focos_ams_24h.43b52727-388e-31a0-b5d0-988088a49b1f;Feature;geom;Point;[-68.3421, 5.4657];-68,3421;5,4657;GOES-16;Colombia;Vichada;Puerto Carreño;2023-03-30 04:44:34-03:00;;;;30/03/2023;04:44:34
